TITULO-ARTIGO;ANO-ARTIGO;GRANDE-AREA-1;AREA-1;SUB-AREA-1;GRANDE-AREA-2;AREA-2;SUB-AREA-2;GRANDE-AREA-3;AREA-3;SUB-AREA-3
CURSO DE FORMAÇÃO DE ÁRBITRO REGIONAL DE VOLEIBOL CBV/UNIMONTES;2012;;;;;;;;;
Perfil Social dos Acadêmicos dos cursos de graduação em Educação à Distância CEAD/UNIMONTES;2012;;;;;;;;;
O Discurso patêmico nos fóruns de aprendizagem virtual do curso de Letras Português;2013;;;;;;;;;
Linguagem e Identidade em Brejo dos Crioulos;2013;;;;;;;;;
Estados Intencionais em Fórum de Educação a distância;2011;;;;;;;;;
Consumo alimentar de mosca branca Bemisia argentifolli Bellow & Perring (Hemiptera: Aleyrodidae) por Chrysoperla externa em diferentes ínstares larvais;1999;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Potencial de oviposição e longevidade de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae) em laboratório;1999;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Consumo alimentar de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae) sobre ninfas do pulgão do algodoeiro Aphis gossypi Glover (Hemiptera: Aphididae);1999;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Efeito de genótipos de algodoeiro (Gossypium sp.) sobre Alabama argillacea;1997;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Influência de lufenuron sobre Alabama argillacea aplicado sobre plantas de algodoeiro;1997;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Estudo das variáveis reprodutivas de Chrysoperla externa em laboratório;1999;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Predação de Aphis gossypii Glover 1977 (Homoptera: Aphididae) por Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae) em algodoeiro;1999;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Viabilidade e duração da fase larval de Chrysoperla sp. (Neuroptera: Chrysopidae), alimentadas com ovos e larvas de primeiro instar de Alabama argillacea (Hübner) (Lepidoptera: Noctuidae), sob condições de laboratório;1998;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Consumo de ovos de Alabama argillacea (Hubner) (Lepidoptera: Noctuidae) por Chrysoperla externa (Neuroptera: Chrysopidae), sob condições de laboratório;1999;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Distribuição da produção dentroda planta em linhagens de algodoeiro e sua relação com o manejo de pragas;1998;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Biology of Chrysoperla externa (Neuroptera: Chrysopidae) in laboratory;2000;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Biologia de Chrysoperla externa (Hagen, 1861) em condições de laboratório;1998;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;
Consumo alimentar de Chrysoperla sp. (Neuroptera: Chrysopidae), alimentadas sobre ovos e larvas de primeiro instar de Alabama argillacea (Hubner) (Lepidoptera: Noctuidae), sob condições de laboratório;1998;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Técnica para criação de adultos de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae);2002;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Armazenamento de ovos de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae);2003;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;CIENCIAS_AGRARIAS;Agronomia;
Estudo da densidade de indivíduos visando a otimização da criação de Chrysoperla externa (Neuroptera: Chrysopidae);2004;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Dieta artificial para larvas de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae);2003;;;;;;;;;
Aspectos biológicos das fases de larva e pupa de Chrysoperla externa (Hagen, 1861) alimentadas com Aphis gossypii Glover, 1877 e Stitotroga cerealella (Olivier);2001;;;;;;;;;
Aspectos reprodutivos de fêmeas de Chrysoperla externa (Hagen, 1861) utilizando Aphis gossypii Glover, 1877 como presa durante o estágio larval;2001;;;;;;;;;
Biologia de Chrysopoerla externa (Hagen) e Chrysoperla raimundoi (Freitas & Penny) (Neuroptera: Chrysopidae) alimentadas com ovos de Anagasta kuehniella (Zeller);2005;;;;;;;;;
Crisopídeos em fragmentos florestais da região do alto Rio Grande, MG;2004;;;;;;;;;
Neuroptera em fragmentos florestais e agroecossistemas;2004;;;;;;;;;
Aspectos biológicos e reprodutivos de adultos de Chrysopodes sp. (Neuroptera: Chrysopidae);2004;;;;;;;;;
Aspectos biológicos de larvas e pupas de Chrysopodes sp. (Neuroptera: Chrysopidae) alimentadas com Myzus persicae (Hemíptera: Aphididae) e ovos de Anagasta kuehniella (Lepidoptera: Pyralidae);2004;;;;;;;;;
Interacción de las taxocenoses de crisópidos (Neuroptera: Chryspidae) de fragmentos forestales y agroecosistemas adyacentes, en Minas Gerais, Brasil;2009;;;;;;;;;
Famílias de Neuroptera (Insecta) da coleção entomológica da Universidade Federal de Lavras;2007;;;;;;;;;
Predação entre larvas de Chrysoperla externa (Hagen) e Ceraeochrysa cubana (Hagen) (Neuroptera: Chrysopidae);2005;;;;;;;;;
Diversidade das famílias de Coleoptera (Insecta) coletadas na Serra do Cipó - MG;2005;;;;;;;;;
. INTERAÇÃO DAS TAXOCENOSES DE CRISOPÍDEOS (NEUROPTERA: CHRYSOPIDAE) EM ECOSSISTEMAS NATURAIS;2006;;;;;;;;;
. INTERAÇÃO DAS TAXOCENOSES DE CRISOPÍDEOS (NEUROPTERA: CHRYSOPIDAE) EM ECOSSISTEMAS NATURAIS;2006;;;;;;;;;
LEVANTAMENTO DE PRAGAS E DOENÇAS EM TOMATEIRO INDUSTRIAL;2011;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
MANEJO INTEGRADO DE PRAGAS (MIP) EM TOMATEIRO INDUSTRIAL NO NORTE DE MINAS GERAIS;2011;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
RECONHECIMENTO E DINÂMICA POPULACIONAL DE INIMIGOS NATURAIS EM TOMATEIRO INDUSTRIAL NO NORTE DE MINAS GERAIS;2009;;;;;;;;;
ESTRATÉGIAS PARA O MONITORAMENTO DE PRAGAS NO TOMATEIRO INDUSTRIAL;2009;;;;;;;;;
RECONHECIMENTO E MONITORAMENTO DE PRAGAS EM TOMATEIRO DE MESA;2009;;;;;;;;;
RECONHECIMENTO E FLUTUAÇÃO POPULACIONAL DOS PRINCIPAIS INSETOS VETORES DE VIROSES EM TOMATEIRO NO NORTE DE MINAS GERAIS;2009;;;;;;;;;
Levantamento de crisopídeos (Neuroptera: Chrysopidae) na Mata do Baú, Barroso, MG;2011;;;;;;;;;
Levantamento e flutuação populacional de crisopídeos (Neuroptera: Chrysopidae) em cultivo de eucalipto em Barroso, MG;2011;;;;;;;;;
Efeito da adubação nitrogenada na propagação de mudas de diferentes genótipos de morangueiro;2008;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Biodiversidade de Chrysopidae (Neuroptera) (Insecta) em pomar de goiaba no Norte de Minas Gerais;2013;;;;;;;;;
Biodiversidade de Neurópteros em Fragmentos de Mata Seca no Norte de Minas Gerais.;2013;;;;;;;;;
Entomologia didática como ferramenta de aprendizagem de ciências e biologia em escolas estaduais no município de Januária, Norte de Minas Gerais;2014;;;;;;;;;
Flutuação populacional do gênero Chrysoperla em Pomar de goiaba (Psidium guajava L.) no Norte de Minas Gerais;2014;;;;;;;;;
Influência do Consórcio com Coberturas Vegetais na Restauração de Matas Ciliares;2013;;;;;;;;;
BIODIVERSIDADE DE NEURÓPTEROS (NEUROPTERA: INSECTA) EMPOMARES DE GOIABEIRA E FRAGMENTOS DE MATA SECA NO NORTE DE MINAS GERAIS;2013;;;;;;;;;
AGROCOTTON: SISTEMA INFORMATIZADO PARA MANEJO INTEGRADO DE PRAGAS DO ALGODOEIRO;2010;;;;;;;;;
CAPACITAÇÃO DE JOVENS AGRICULTORES PARA PRODUÇÃO, SEGURANÇA ALIMENTAR E;2009;;;;;;;;;
MANEJO INTEGRADO DE PRAGAS NO TOMATEIRO INDUSTRIAL Lycopersiconesculentum Mill;2010;;;;;;;;;
DINAMICA POPULACIONAL DE PRAGAS EM TOMATE INDUSTRIAL SOB DIFERENTES;2010;;;;;;;;;
OCORRÊNCIA DE DOENÇAS EM TOMATEIRO INDUSTRIAL SOB PIVÔ CENTRAL NONORTE DE MINAS GERAIS;2010;;;;;;;;;
USO DA TECNOLOGIA DA INFORMAÇÃO NO MONITORAMENTO DAS PRAGAS E INIMIGOS NATURAIS EM TOMATEIRO INDUSTRIAL.;2010;;;;;;;;;
OCORRÊNCIA E FLUTUAÇÃO POPULACIONAL DE PRAGAS EM TOMATEIRO INDUSTRIAL (Lycopersicon esculentum Mill.) NO NORTE DE MINAS GERAIS;2010;;;;;;;;;
OCORRÊNCIA DE DOENÇAS EM TOMATEIRO INDUSTRIAL NO MUNICÍPIO DE JANUÁRIA-MG;2010;;;;;;;;;
Ocorrência de doenças em tomateiro industrial (Solanum lycopersicum) submetido a manejo convencional e integrado;2012;;;;;;;;;
Principais doenças associadas a tomateiro industrial (Solanum lycopersicum) no Norte de Minas Gerais;2012;;;;;;;;;
Estratégias para o controle de pragas do tomateiro industrial em sistemas de cultivo convencional eManejo Integrado no Norte de Minas Gerais;2012;;;;;;;;;
Implantação do projeto frutas de quintal   uma alternativa saudável II, na comunidade rural de;2012;;;;;;;;;
Educação Indígena e Educação Escolar - a experiência do Povo Xakriabá;2002;CIENCIAS_HUMANAS;Educação;Tópicos Específicos de Educação;CIENCIAS_HUMANAS;Antropologia;Etnologia Indígena;;;
Educação Indígena e Educação Escolar - impasses e perspectivas na implantação do Projeto Estadual de Educação Indígena na Área Indígena Xakriabá.;2002;CIENCIAS_HUMANAS;Educação;Tópicos Específicos de Educação;CIENCIAS_HUMANAS;Antropologia;Etnologia Indígena;;;
Projeto Pé na Caminhada - Projeto Pedagógico de Extensão rual na Escola Agrotécnica Federal de Januária;2002;CIENCIAS_HUMANAS;Educação;Tópicos Específicos de Educação;;;;;;
Educação Escolar indígena, diferenciada, bilingue, específica e intercultural: contexto, processo e produto;2003;CIENCIAS_HUMANAS;Educação;;;;;;;
Educação Escolar Indígena: a política pública e a realidade indígena;2003;CIENCIAS_HUMANAS;Educação;;;;;;;
A educação no universo indígena /xakriabá: a experiência da escolarização e a resistência da tradição;2003;CIENCIAS_HUMANAS;Educação;;;;;;;
Educação Indígena Xakriabá: a (re)construção da diferença;2005;CIENCIAS_HUMANAS;Educação;Tópicos Específicos de Educação;;;;;;
ÁREA DE PROTEÇÃO AMBIENTAL E INTERVENÇÕES SOCIOAMBIENTAIS LOCAIS: ALGUMAS CONSIDERAÇÕES SOBRE A APA DE PANDEIROS;2010;;;;;;;;;
Flutuação populacional, nível de dano e controle biológico do moleque da bananeira Cosmopolites sordidus (GERMAR) (COLEOPTERA: CURCULIONIDAE).;2001;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Efeito de horários de polinização artificial no pegamento e qualidade de frutos de pinha (Annona squamosaL.);2002;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Dinâmica populacional de Meloidogyne spp. e Helicotylenchus multicinctus em solo cultivado com banana;2003;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Produção in vitro de conídios infectivos de Alternaria solani;2005;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Relato de ocorrência de esclerócios de Aspergillus parasiticus, em amendoim, no Brasil;2006;;;;;;;;;
Obtenção e caracterização de mutantes nit e grupos de compatibilidade vegetativa em Alternaria solani;2007;;;;;;;;;
Mycelial compatibility, AFLP marker and mating type genes suggest that Brazilian population of Alternaria solani is clonal;2008;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Estrutura genética da população de Alternaria solani no Brasil;2008;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Variabilidade intraespecífica e instabilidade de mutantes nit de Alternaria solani em testes de compatibilidade vegetativa;2008;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Sensibilidade de espécies de Alternaria causadoras de pinta preta ao fungicida azoxystrobin;2009;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
SELEÇÃO DE GENES PARA O ESTUDO DE VARIABILIDADE GENÉTICA DE Hemileia vastatrix.;2009;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;;;;;
Primers específicos para avaliar diversidade genética em Hemileia vastatrix;2010;;;;;;;;;
Caracterização morfológica e filogenia molecular de Asperisporium caricae, agente etiológico da pinta preta do mamoeiro;2010;;;;;;;;;
Classical and molecular epidemiology of potato and tomato early blight in Brazil;2009;;;;;;;;;
AVALIAÇÃO DENDROMÉTRICA DE UM PLANTIO DE EUCALIPTO CULTIVADO NA BACIA DO RIO PARDO, MG, SOB ADUBAÇÃO CONVENCIONAL E A PARTIR DE COMPOSTO ORGANOMINERAL;2011;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;;;;;;
LEVANTAMENTO DE PRAGAS E DOENÇAS EM TOMATEIRO INDUSTRIAL EM DUAS ÉPOCAS DE CULTIVO NO NORTE DE MINAS GERAIS;2011;;;;;;;;;
Ocorrência de doenças em tomateiro industrial (Solanum lycopersicum) submetido a manejo convencional e integrado;2012;;;;;;;;;
Principais doenças associadas a tomateiro industrial (Solanum lycopersicum) no Norte de Minas Gerais;2012;;;;;;;;;
Levantamento de fungos presentes em espécies vegetais da mata seca na microrregião de Januária - MG;2013;;;;;;;;;
Identificação de espécies de Colletotrichum oriundas de anonáceas com base em características culturais e teste de patogenicidade;2013;;;;;;;;;
Controle da mancha bacteriana e produtividade de tomateiro industrial com o uso de acibenzolar-S-metil e adubação com fertilizante orgânico composto;2014;;;;;;;;;
Severidade da mancha bacteriana e produtividade de tomateiro industrial com o uso de acibenzolar-s-metil em diferentes intervalos de aplicação;2014;;;;;;;;;
SEVERIDADE DA MANCHA BACTERIANA DE TOMATEIRO INDUSTRIAL SUBMETIDO A ACIBENZOLAR-S-METIL EM DIFERENTES INTERVALOS DE APLICAÇÃO;2014;;;;;;;;;
Produção de matéria seca em estruturas vegetativas de cultivares de algodoeiro irrigado e cultivado sob diferentes densidades populacionais no  Norte de Minas Gerais;2014;;;;;;;;;
Produção de matéria seca em estruturas reprodutivas de cultivares de algodoeiro irrigado e cultivado sob diferentes densidades populacionais no  Norte de Minas Gerais;2014;;;;;;;;;
Somas e o Cálculo Finito;2007;;;;;;;;;
Explorando o Cabri-Géomètre;2003;;;;;;;;;
Um integrador com passo adaptativo no tempo aplicado a problemas de secagem;2008;ENGENHARIAS;Engenharia Mecânica;Fenômenos de Transporte;;;;;;
Formulação de Petrov-Galerkin para solução de problema de secagem de grãos;2009;;;;;;;;;
Uma formulação de Petrov-Galerkin aplicada à simulação de secagem de grãos;2010;ENGENHARIAS;Engenharia Mecânica;Fenômenos de Transporte;;;;;;
Ajuste de Curvas: Uma Aplicação do Método dos Mínimos Quadrados;2010;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;
Criptografia RSA: uma aplicação da teoria dos números no desenvolvimento de sistemas de proteção;2010;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;;;;
THE PETROV-GALERKIN FORMULATION APPLIED TO A CONVECTIVE DRYING MODEL;2009;ENGENHARIAS;Engenharia Mecânica;Fenômenos de Transporte;;;;;;
Metodo de Euler e Runge-Kuta para solução de Equações Diferenciais e Ordinarias;2012;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;;;;
O ENSINO DE INTEGRAIS DEFINIDAS COM O MATLAB: EXPLORANDO OS RECURSOS PARA O ESTUDO DA REGRA DO TRAPEZIO E REGRA DE SIMPSON;2012;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;;;;
ABANDONO ESCOLAR NO CURSO DE LICENCIATURA EM  MATEMÁTICA DO IFNMG   CAMPUS JANUÁRIA;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;;CIENCIAS_EXATAS_E_DA_TERRA;Física;;;;
O ENSINO DE CALCULO NUMÉRICO UTILIZANDO O SCILAB;2013;;;;;;;;;
Integração Numérica com o Scilab: uma analise comparativa entre os principais métodos de Newton-Cotes.;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;;;;
O ENSINO DE INTEGRAIS DEFINIDAS COM O MATLAB: EXPLORANDO OS RECURSOS PARA O ESTUDO DA REGRA DO TRAPEZIO E REGRA DE SIMPSON;2012;;;;;;;;;
Método de Eules e Runge-Kutta para solução de Equações Diferenciais Ordinárias;2012;;;;;;;;;
Ferramentas de acesso à família;2007;;;;;;;;;
Hanseníase infantil: Relato de experiência de integração entre acolhimento, descentralização de ações e assistência à saúde;2007;;;;;;;;;
O acolhimento em uma equipe de saúde da família: relato de experiência;2007;;;;;;;;;
Avaliação dos serviços prestados pelo Programa de Saúde da Família Independência III - sob o ponto de visa do usuário- Montes claros- MG;2008;;;;;;;;;
Indíce de vacinação contra hepatite B entre os acadêmicos do curso de graduação em Enfermagem Noturno;2008;CIENCIAS_DA_SAUDE;Enfermagem;;;;;;;
Conferência Familiar;2007;CIENCIAS_DA_SAUDE;Enfermagem;;;;;;;
Avaliação da independência funcional de idosos residentes em instituições de longa permanência;2013;;;;;;;;;
Avaliação do déficit cognitivo em idosos institucionalizados;2013;;;;;;;;;
Avaliação da aderência ao autocuidado de pacientes diabéticos;2013;;;;;;;;;
Prevalência do conhecimento dos fatores de risco e  detecção precoce do câncer de mama feminino;2013;;;;;;;;;
Recuperação de Informação em Infraestruturas de Dados Espaciais usando Mecanismos de Representação do Conhecimento;2010;;;;;;;;;
Volunteered Geographic Information in the Context of Local Spatial Data Infrastructures;2011;;;;;;;;;
Searching metadata in spatial data infrastructures for urban planning at local level;2011;;;;;;;;;
Oficinas laboratoriais capacitando para associação teórico-pratica no ensino de Ciências e Biologia;2012;CIENCIAS_BIOLOGICAS;Biologia Geral;;;;;;;
Exigência de lisina digestível para frangos de corte machos mantidos em temperatura ambiente de 24,5 ºC dos 22 aos 42 dias de idade.;2005;;;;;;;;;
Diferentes refúgios no comportamento alimentar e canibalismo de juvenis de trairão (hoplias lacerdae).;2004;;;;;;;;;
NUTRIÇÃO E MANEJO DA ALIMENTAÇÃO DE PORCAS NA GESTAÇÃO E LACTAÇÃO EM MOMENTOS CRÍTICOS;2007;;;;;;;;;
Threonine Requirement, Based on Ideal Protein Concept, in Diets for Nile Tilapia Oreocromis Niloticus Fingerlings;2007;;;;;;;;;
Aminoacids Ratios in diets for juveniles Nile Tilpia Oreochromis niloticus Based on Ideal Protein Concept;2007;;;;;;;;;
EXIGÊNCIA DE LISINA DIGESTÍVEL PARA FÊMEAS SUÍNAS DE LINHAGENS COMERCIAIS DOS 60 AOS 100 DIAS DE IDADE.;2007;;;;;;;;;
Comportamento de leitões desmamados aos 21 dias de idade com diferentes dietas pós desmame;2007;;;;;;;;;
ANÁLISE ESTATÍSTICA DA CONVERSÃO ALIMENTAR EM EXPERIMENTOS DE NUTRIÇÃO COM LEITÕES;2007;;;;;;;;;
AVALIAÇÃO DA UTILIZAÇÃO ALTIMÉTRICA DE UM RECEPTOR GPS DE NAVEGAÇÃO NA AGRICULTURA DE PRECISÃO;2008;CIENCIAS_AGRARIAS;Engenharia Agrícola;Máquinas e Implementos Agrícolas;;;;;;
COEFICIENTES DE DIGESTIBILIDADE E AMINOÁCIDOS DIGESTÍVEIS VERDADEIROS DO GÉRMEN INTEGRAL DE MILHO DETERMINADOS COM GALOS CECECTOMIZADOS;2009;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Desempenho e carcacterísticas de carcaça de novilhas tricross de três grupos genéticos (Guzerá, Nelore e Gir) recebendo dietas a base de silagem de sorgo e milho;2009;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Ocitocina exógena na produção, qualidade e composição do leite de vacas meio sangue (holandês x gir) com e sem a presença do bezerro;2009;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;
RELAÇÃO ISOLEUCINA/LISINA DIGESTÍVEL PARA FRANGOS DE CORTE NA FASE FINAL;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
NÍVEIS DE FARELO DE GIRASSOL SUPLEMENTADOS OU NÃO COM COMPLEXO ENZIMÁTICO NAS DIETAS DE POEDEIRAS DE 70 ÀS 82 SEMANAS DE IDADE;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
INCLUSÃO FARELO DE GIRASSOL COM ADIÇÃO DE  UM COMPLEXO ENZIMÁTICO NAS DIETAS FRANGO DE CORTE: EFEITOS SOBRE A CARCAÇA AOS 42 DIAS DE IDADE;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
INCLUSÃO DE FARELO DE GIRASSOL COM SUPLEMENTAÇÃO DE  UM COMPLEXO ENZIMÁTICO EM DIETAS  DE FRANGOS DE CORTE DOS 22 A 42 DIAS DE IDADE;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
EFEITO DA SUPLEMENTAÇÃO DO COMPLEXO ENZIMÁTICO ALLZYME  SSF SOBRE O DESEMPENHO DE FRANGOS DE CORTE DE 1 A 40 DIAS DE IDADE;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
EFEITO DA RELAÇÃO ISOLEUCINA:LISINA DIGESTÍVEL SOBRE O DESEMPENHO E QUALIDADE DE CARCAÇA DE FRANGOS DE CORTE;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Relação Arginina:Lisina digestível para Frangos de Corte Machos de 28 a 40 dias de idade;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Efeito do complexo enzimático Allzyme  SSF nos valores de energia metabolizável e no balanço de;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Efeito da adição de uma protease mono componente sobre a energia metabolizável da soja integral;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Efeito do Nível Dietético de Proteína e a Correção da Energia Metabolizável Sobre o Desempenho de Frangos de Corte na Fase de Crescimento;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Níveis de farelo de girassol e a adição de complexo enzimático em rações para suínos: aspectos de carcaça de suínos terminados;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Níveis de farelo de girassol e a adição de complexo enzimático em rações sobre o desempenho de suínos;2010;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Desempenho e energia metabolizável de dietas contendo extratos herbais para frangos de corte;2011;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;
Profissão Docente na Educação Superior;2014;;;;;;;;;
Licenciaturas no IFNMG/Campus Januária: para onde apontam os novos processos de formação?;2013;;;;;;;;;
Licenciaturas no IFNMG/Campus Januária: para onde apontam os novos processos de formação?;2013;;;;;;;;;
A importância da Natação para os portadores de Paraplegia;2000;CIENCIAS_DA_SAUDE;Saúde Coletiva;;CIENCIAS_DA_SAUDE;Educação Física;;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública
Perfil do Índice de Massa Corporal dos estudantes do Colégio Padrão e da Escola Estadual Carlos Versiane;2001;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde de Grupos Especiais;CIENCIAS_DA_SAUDE;Saúde Coletiva;;CIENCIAS_DA_SAUDE;Educação Física;
A construção de um novo sertão norte-mineiro pela educação: análise curricular do Ginásio Normal Oficial no período de 1968 a 1971;2007;CIENCIAS_HUMANAS;Educação;FORMAÇÃO DOCENTE;CIENCIAS_HUMANAS;Educação;História da Educação;CIENCIAS_HUMANAS;Educação;Currículo
Reflexões sobre a educação e os problemas sociais brasileiros;2007;CIENCIAS_HUMANAS;Educação;Prática Pedagógica;CIENCIAS_HUMANAS;Educação;Tópicos Específicos de Educação;CIENCIAS_HUMANAS;Educação;
Educação Física e Educação Moral e Cívica... Educação do Corpo a favor da construção de um novo sertanejo norte-mineiro: uma análise curricular do Ginásio Normal Oficial de Porteirinha no período de 1968 a 1971;2007;CIENCIAS_DA_SAUDE;Educação Física;;CIENCIAS_HUMANAS;Educação;;;;
A Escola Normal de Porteirinha: um olhar histórico-político acerca do significado de sua criação e do seu funcionamento no período de 1964 a 1971;2007;CIENCIAS_HUMANAS;Educação;FORMAÇÃO DOCENTE;CIENCIAS_HUMANAS;Educação;;;;
A formação de professores do sertão norte-mineiro: análise política da Escola Normal de Porteirinha/MG no período de 1968 a 1971;2007;CIENCIAS_HUMANAS;Educação;Políticas Educacionais;CIENCIAS_HUMANAS;Educação;;;;
A formação de professores do sertão norte-mineiro: análise política da Escola Normal de Porteirirnha;2007;;;;;;;;;
Força e poder: uma análise do coronelismo na cidade de Porteirinha/MG (1938-1983);2008;CIENCIAS_HUMANAS;História;História do Brasil;CIENCIAS_HUMANAS;História;História Política;;;
A (re)educação do corpo do sertanejo e o papel do Ginásio Normal Oficial no norte das Minas Gerais;2008;CIENCIAS_HUMANAS;Educação;História da Educação;CIENCIAS_HUMANAS;História;História Política;;;
A Educação Física no Estado Novo: corpo, higienismo e educação;2008;CIENCIAS_HUMANAS;Educação;FORMAÇÃO DOCENTE;CIENCIAS_DA_SAUDE;Educação Física;;CIENCIAS_HUMANAS;Educação;Políticas Educacionais
Idéias, discursos e produções de materiais: a Escola Normal contada por suas fontes históricas pelos seus atores;2008;;;;;;;;;
O projeto de aplicação da Favenorte (Proaf) e a inserção da Educação Física: um compromisso com a responsabilidade social em Mato Verde/MG;2008;;;;;;;;;
A Escola Normal de Porteirinha/MG: entre velhas práticas coronelistas e a nova ordem desenvolvimentista;2009;;;;;;;;;
A implantação do esporte e da ginástica na Escola Normal de Porteirinha: um estudo histórico da Educação Física;2009;;;;;;;;;
O espaço físico e os materiais utilizados nas aulas de Educação Física nas escolas da Rede Pública na cidade de Janaúba/MG;2010;;;;;;;;;
Esporte Educacional ou Esporte de Rendimento? A prática pedagógica dos professores de Educação Física perante os Jogos Escolares de Minas Gerais;2010;;;;;;;;;
Evasão Escolar nos cursos Técnicos Integrados do IFBA campus Eunápolis;2011;;;;;;;;;
Políticas de Formação Docente: identidade e trajetória dos/as professores/as das décadas de 1960/1970;2011;;;;;;;;;
Qualidade de vida na Terceira Idade: uma experiência pedagógica interdisciplinar no Recanto dos Idosos em Eunápolis;2011;;;;;;;;;
Políticas Públicas na construção do Sistema Educacional de Porteirinha/MG: um olhar histórico;2014;;;;;;;;;
Nuances do insólito em Encarnação, de José de Alencar;2013;;;;;;;;;
O Contador de Estórias Reinventado em Guimarães Rosa e Mia Couto;2013;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Comparada;;;;;;
José de Alencar sob o crivo da crítica oitocentista;2014;;;;;;;;;
