TITULO-ARTIGO;ANO-ARTIGO;GRANDE-AREA-1;AREA-1;SUB-AREA-1;GRANDE-AREA-2;AREA-2;SUB-AREA-2;GRANDE-AREA-3;AREA-3;SUB-AREA-3
Conservação de seqüências nucleotídicas do gene bm86 e das seqüências peptídicas 4822 e 4823, constituintes da vacina sintética SBm7462.;2007;CIENCIAS_BIOLOGICAS;Genética;Genética Molecular e de Microorganismos;CIENCIAS_BIOLOGICAS;Imunologia;Imunogenética;CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular
Leishmaniose tegumentar americana: casos humanos notificados na microrregião de Viçosa - MG, 1999 a 2005;2007;CIENCIAS_DA_SAUDE;Saúde Coletiva;Medicina Preventiva;CIENCIAS_DA_SAUDE;Saúde Coletiva;Epidemiologia;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública
Estudo  in vitro  da inibição da apoptose em linfócitos T de camundongos BALB/c imunizados com o peptídeo sintético SBm7462  por via oral e nasal.;2008;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;;;;;
Estudo retrospectivo dos tumores cutâneos diagnosticados em cães e gatos no Serviço de Patologia Veterinária da Universidade Federal de Viçosa;2008;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;;;;;
Avaliação dos casos de neoplasias testiculares em cães diagnosticados no Serviço de Patologia Veterinária da Universidade Federal de Viçosa;2008;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;;;;;
Imunização com o peptídeo sintético anti-carrapato Rhipicephalus (Boophilus) microplus SBm7462 por via oral e nasal.;2008;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada
Similaridade genética entre Rhipicephalus (Boophilus) microplus e outras espécies de carrapatos;2008;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_BIOLOGICAS;Parasitologia;Entomologia e Malacologia de Parasitos e Vetores;CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular
Elaboração e avaliação de um candidato à vacina de DNA utilizando genes sintéticos derivados do peptídeo SBm7462  contra o carrapato Rhiphicephalus (Boophilus) microplus;2008;CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;CIENCIAS_BIOLOGICAS;Imunologia;Imunogenética
Estudo retrospectivo das neoplasias orais de cães atendidos no Departamento de Veterinária da Universidade Federal de Viçosa;2008;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal
ANÁLISE DOS FATORES DE RISCO DE DOENÇAS SECUNDÁRIAS A HIPERTENSÃO:CAMPANHA PREVINA-SE 2009;2009;CIENCIAS_DA_SAUDE;Enfermagem;;CIENCIAS_DA_SAUDE;Saúde Coletiva;;;;
ALTERAÇÕES REPRODUTIVAS EM GARANHÃO DA RAÇA MANGALARGA MARCHADOR APÓS QUADRO CLÍNICO DE BRONCOPNEUMONIA;2009;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal
MEDULOEPITELIOMA OCULAR METASTÁTICO NÃO TERATÓIDE EM EQUINO;2011;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;;;
ESPINHA BÍFIDA ABERTA EM BEZERRO: RELATO DE CASO;2011;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;;
MENINGOENCEFALITE NECROSANTE EM CÃO DA RAÇA PUG: PRIMEIRO RELATO NO ESTADO DE MINAS GERAIS, BRASIL;2011;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;;;
Avaliação da reparação cicatricial de feridas cutâneas em animais tratados com diferentes tipos de água de beber;2012;;;;;;;;;
Análise do perfil hematológico de animais com feridas cutâneas experimentais, tratados com diferentes tipos de água de beber;2012;;;;;;;;;
Monitoramento do consumo de água e ração em animais com feridas cutâneas experimentais, tratados com diferentes tipos de água de beber;2012;;;;;;;;;
Movimento Corporal dos Trabalhadores na Agricultura Familiar do Vale do Bananal do Munbicípio de Salinas - MG;2007;;;;;;;;;
O Lugar da Pesquisa na Prática Pedagógica e na Formação do Professor;2010;CIENCIAS_HUMANAS;Educação;;;;;;;
Inclusão escolar e docência : Desafios entre o ideal e o real;2012;;;;;;;;;
Novos rumos da língua portuguesa;2008;;;;;;;;;
Aprendizagens Matemáticas em Situações de Jogos;2004;;;;;;;;;
Estudo sobre as principais parasitoses e as condições sanitárias da população de Mato Verde;2008;;;;;;;;;
PROJETO DE APLICAÇÃO DA FAVENORTE - PROAF - UM LABORATÓRIO DE PRÁTICA DE FORMAÇÃO DOCENTE;2008;;;;;;;;;
Construção de Modelos celulares pelos alunos das primeiras séries do IFNMG - Campus Salinas;2010;;;;;;;;;
Análise da metodologia de ensino em biologia nas escolas da rede estadual de Salinas - MG;2011;;;;;;;;;
Análise do conhecimento sobre doenças sexualmente transmissíveis dos alunos do Ensino Médio do IFNMG - Campus Salinas;2012;;;;;;;;;
Formação de Professores em Institutos Federais e a evasão como agravante da problemática docente:o caso das licenciaturas no IFNMG - Campus Salinas;2013;;;;;;;;;
Ensino Médio Integrado: desafios da concepção à implementação;2013;;;;;;;;;
Os Cursos de Licenciatura do Instituto Federal do Norte de Minas Gerais - Campus Salinas: Perspectivas de uma Formação para a Educação Profissional;2013;;;;;;;;;
Análise Comparativa das Estratégias de Segurança em Ambientes Servidores para Tecnologia de Agentes Móveis;2000;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
ANÁLISE COMPARATIVA DE AMBIENTES SERVIDORES PARA AGENTES MÓVEIS;2000;;;;;;;;;
USO DE AGENTES DE SOFTWARE NO DESENVOLVIMENTO DE FERRAMENTAS PARA GERENCIAMENTO DE CURSOS EM PROGRAMAS DE EDUCAÇÃO A DISTÂNCIA SUPORTADOS PELA INTERNET E VIDEOCONFERÊNCIA;2000;;;;;;;;;
A utilização das Ntic's na criação de redes de conhecimento no ensino de ciências;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
Análise das concepções dos estudantes do ensino médio sobre aulas experimentais;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
APRENDENDO FÍSICA ATRAVÉS DE TIRINHAS;2013;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;;;;;;
LICENCIATURA EM FÍSICA DO IFNMG - CÂMPUS SALINAS: PERFIL DO INGRESSANTE;2013;CIENCIAS_HUMANAS;Educação;Tópicos Específicos de Educação;;;;;;
Caracterização Elétrica do PbTe crescido sobre um substrato de BaF2;2007;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;;
Crescimento e Caracterização de Filmes espessos,de CdTe sobre Silício para a Fabricação de Detectores de Raios-X;2008;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;;
Growth and characterization of thick films of CDTE for the manufacture of detectors of nuclear radiation;2009;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;;
A utilização de tirinhas no ensino de ciências da natureza e suas tecnologias;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
Kit - Astronomia, uma fonte de inspiração científica;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
Disparada para Marte;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
O ensino de física no ensino médio na visão dos estudantes;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
Conhecimento prévio de astronomia de estudantes do 1º ano do Ensino Médio da Escola Estadual Coronel Idalino Ribeiro;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
Massa específica ou densidade? Um estudo de caso;2012;CIENCIAS_HUMANAS;Educação;;;;;;;
Física Moderna e Contemporânea: A astrobiologia como alternativa no Ensino de Física;2013;CIENCIAS_HUMANAS;Educação;;;;;;;
O uso de applets para o ensino de Mecânica: Uma ferramenta de apoio ao Ensino de Física;2014;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física Geral;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;;;
Non-invasive and Non-scattered Annotations for More Robust Pointcuts;2008;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Controlando a Evolução de Sistemas Orientados por Aspectos por meio de Aspect-Aware Interfaces;2007;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Um Estudo sobre o Emprego de Quantificação em Sistemas Orientados por Aspectos: Resultados Preliminares;2007;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Improving Maintainability and Evolvability using Architectural Constraints;2011;;;;;;;;;
ArchLint: Uma Ferramenta para Detecção de Violações Arquiteturais usando Histórico de Versões;2013;;;;;;;;;
Diagnóstico, prevenção e controle da mastite na Fazenda Murta, Muriaé-MG;2004;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;;;
Atlas de Histologia Veterinária em CD-ROM;2004;CIENCIAS_BIOLOGICAS;Morfologia;Histologia;;;;;;
Infecciosidade e sorologia de cães antes e durante o tratamento da leishmaniose visceral;2006;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;;;;;;
Influência da idade sobre a produção espermática diária em cães;2007;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;;;
Inseminação intrauterina transcervical com uso de sêmen congelado em cadela - relato de caso;2007;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;;;
Induction of estrus in dogs with an injectable formulation of deslorelin;2008;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal
Resistência elétrica da secreção vaginal e sua relação com o momento da ovulação em cadelas tratadas com a deslorelina;2009;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;;;;;;
Efeito da renovação do meio diluidor sobre a longevidade do sêmen canino resfriado;2011;;;;;;;;;
Aplasia segmentar de corno uterino com gestação a termo no corno uterino contralateral em cadela Buldogue Francês - relato de caso;2011;;;;;;;;;
Esterilização química de gatos por injeção intratesticular de solução à base de zinco: resultados preliminares;2011;;;;;;;;;
Perfil citológico dos líquidos amniótico e alantoidiano durante a gestação da vaca;2009;;;;;;;;;
Somatic index od different testicular components in dogs from puberty to senility;2010;;;;;;;;;
Cat sterilization using a zinc-based solution by intratesticular administration: preliminary results;2010;;;;;;;;;
Reserva espermática gonadal, extragonadal e total em codornas japonesas submetidas a cruzamentos contínuos;2012;;;;;;;;;
Dimensões testiculares e sua correlação com o peso testicular em codornas japonesas;2012;;;;;;;;;
Dimensões testiculares e índice gonadossomático em codornas japonesas dos 15 aos 60 dias de idade;2012;;;;;;;;;
Enema de bário no diagnóstico de desvio retal associado à hérnia perineal em cão: relato de caso;2012;;;;;;;;;
Testicular transcutaneous ultrasound in Japanese quail: a new approach for selection of breeders;2012;;;;;;;;;
Testicular weight and its correlation with body weight and testicular biometry in Japanese quail: implications for selection of breeders;2012;;;;;;;;;
Testicular histometry and gonadosomatic index in Japanese quails between 15 and 60 days old;2012;;;;;;;;;
Ultrassonografia testicular como método de seleção para capacidade de produção espermática na codorna japonesa (Coturnix coturnix japonica);2012;;;;;;;;;
Metilergometrina associada ao aglepristone no tratamento conservativo de piometra fechada em cadela - relato de caso;2013;;;;;;;;;
Perfil hematológico, bioquímico e cortisol sérico de cavalos Quarto de Milha submetidos à competição de Team Penning;2014;;;;;;;;;
Conservação de sêmen canino resfriado com meio diluidor à base de água de coco e gema de ovo;2014;;;;;;;;;
Perfil hematológico de cavalos da raça Quarto de Milha submetidos à competição de Team Penning;2014;;;;;;;;;
Textos ficcionais no ensino de física geral: uma propostaconectando tópicos de mecânica e astronomia;2013;;;;;;;;;
AVALIAÇÃO DA CULTIVAR DE CEBOLA ALFA TROPICAL EM PLANTIO NA ÉPOCA SECA, EM LOCAIS DE MG, BA, ES E GO.;2002;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Influence of nitrogen used inf fertilization of cultures of sugar cane and of the addition of nutritional supplements in the fermentation for cachaça production;2011;CIENCIAS_BIOLOGICAS;Microbiologia;Microbiologia Aplicada;;;;;;
Eficiência da limpeza de sistemas de irrigação por gotejamento subsuperficial com aplicação de ácido fosfórico;2002;;;;;;;;;
Estudos dos efeitos da irrigação e fertirrigação em dois cultivares de café arábica;2002;;;;;;;;;
Produtividade e crescimento vegetativo do cafeeiro irrigado, na região de Viçosa - MG;2002;;;;;;;;;
Produtividade e crescimento vegetativo do cafeeiro sob diferentes fertilizantes utilizados em fertirrigação, na região de Viçosa-MG;2002;;;;;;;;;
Comparação entre produtividades de cafeeiros sob irrigação por gotejamento superficial e subsuperficial e em condições de sequeiro;2003;;;;;;;;;
Irrigação por aspersão tipo malha na cultura do cafeeiro na região da Zona da Mata de Minas Gerais;2003;;;;;;;;;
Avaliação da produtividade de cultivares de Coffea arabica L. sob condição de irrigação localizada no cerrado de MG (dados de duas produções);2003;;;;;;;;;
Análise do consumo de água para as regiões do Triângulo Mineiro e Oeste da Bahia utilizando o programa computacional IRRIGA;2003;;;;;;;;;
Efeito da irrigação e do posicionamento das linhas de gotejadores (superficial e subsuperficial) na produtividade de cefeeiros na região do cerrado;2003;;;;;;;;;
Determinação da produtividade e das necessidades hídricas da abobrinha italiana em condições de casa de vegetação no período de outono/inverno.;2001;;;;;;;;;
Produtividade de cultivares de Coffea arabica L. sob condição de irrigação no cerrado de MG (dados de duas produções);2003;;;;;;;;;
Utilização da irrigação por aspersão tipo malha na cafeicultura de montanha da zona da mata de Minas Gerais.;2003;;;;;;;;;
Utilização do programa computacional IRRIGA para estimativa do consumo de água da cafeicultura irrigada do Triângulo Mineiro e Oeste da Bahia;2003;;;;;;;;;
Produtividade de cultivares de café sob condição de irrigação localizada (Dados 2 produções);2002;;;;;;;;;
Produtividade do café Catuai IAC 144, sob irrigação por gotejamento e em condições de sequeiro;2002;;;;;;;;;
Avaliação de uniformidade em sistemas de irrigação por gotejamento tipo subsuperfície, com e sem aplicação de ácido fosfórico;2002;;;;;;;;;
Irrigação por aspersão tipo malha na cefeicultura de montanha em Minas Gerais;2003;;;;;;;;;
Avliação de sistemas de irrigação por aspersão tipo malha na cultura do cafeeiro na região da Zona da Mata de Minas Gerais;2003;;;;;;;;;
Utilização de diferentes fontes de nitrogênio e potássio na produtividade de cafeeiros irrigados e fertirrigados;2003;;;;;;;;;
Influência da baixa uniformidade de distribuição de aguá na produtividade de cafeeiros fertirrigados na região da Zona da Mata de Minas Gerais;2003;;;;;;;;;
Efeito da irrigação na produtividade de cafeeiros, variedade Catuaí, na região da Zona da Mata de Minas Gerais;2003;;;;;;;;;
Estudo da viabilidade econômica da cafeicultura irrigada e de sequeiro para as regiôes da Zona da Mata e Cerrado de Mians Gerais;2003;;;;;;;;;
Produtividade de cultivares de Coffea arabica de porte baixo, sob condição de irrigação localizada no cerrado de Minas Gerais (Dados de duas Produções);2003;;;;;;;;;
Avaliação dos efeitos da irrigação na produtiviadde de cafeeiros na região de Viçosa MG;2003;;;;;;;;;
Comparação da determinação da umidade do solo através dos métodos: padrão de estufa, tensiometria e balanço hídrico do solo utilizando o software IRRIGA;2003;;;;;;;;;
Custo de energia elétrica e diesel em sistemas de irrigação na cafeicultura de Viçosa-Mg, estimados pelo software IRRIGA;2003;;;;;;;;;
Estudo sobre a utilização de distintas fontes de nitrogênio e potássio na produtividade de cafeeiros irrigados e fertirrigados durante quatro safras;2003;;;;;;;;;
Necessidades hídricas de cafeeiros irrigados em regiões brasileiras, estimadas pelo software IRRIGA;2003;;;;;;;;;
Resposta do cefeiro ao uso de fertirrigação na região da zona da Mata de Minas Gerais;2003;;;;;;;;;
Uniformidade de aplicação de água em sistemas de irrigação por pivô central e por gotejamento, utilizados na cafeicultura irrigada na região Oeste da Bahia (resultados preliminares);2004;;;;;;;;;
Produtividade do Cafeeiro irrigado por diferentes sistemas de irrigação na região da Zona da Mata de Minas Gerais ;2004;;;;;;;;;
Avaliação do tempo de formação e da largura da faixa molhada em um sistema de irrigação localizada por gotejamento com diferentes vazões;2004;;;;;;;;;
Avaliação do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros na região de Viçosa - MG;2004;;;;;;;;;
Gestão e avaliação de impacto ambiental da cafeicultura irrigada en regiões selecionadas do território nacional;2005;;;;;;;;;
Produtividade do cafeeiro irrigado por diferentes sistemas de irrigação na região da Zona da Mata de Minas Gerais;2005;;;;;;;;;
Avaliação do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros na região de Viçosa - MG;2005;;;;;;;;;
Determinação do número de emissores a serem avaliados em pivôs centrais equipados comn emissores LEPA e emissores alternativos;2005;;;;;;;;;
Manejo e gerenciamento da irrigação na cafeicultura irrigada por gotejamento e pivô central através do programa irriga;2005;;;;;;;;;
Avaliação de sistemas de irrigação por pivô central e gotejamento, utilizados na cafeicultura da região Oeste da Bahia;2005;;;;;;;;;
Consumo de água e energia elétrica em sistemas de irrigação por pivô central equipados com emissores tipo LEPA utilizados na cafeicultura;2005;;;;;;;;;
Avaliação de sistemas de irrigação por pivô central e gotejamento utilizados na cafeicultura da região Oeste da Bahia;2005;;;;;;;;;
Determinação do número de emissores a serem avaliados em pivôs centrais equipados com emissores LEPA e emissores alternativos;2005;;;;;;;;;
Avaliação do efeito de diferentes dosagens de nitrogênio e potássio aplicados via fertirrigação na produtividade de cafeeiros na região de Viçosa-MG;2005;;;;;;;;;
Utilização de diferentes fontes de nitrogenio e potássio na produtividade de cafeeiros irrigados e fertirrigados;2005;;;;;;;;;
