TITULO-ARTIGO;ANO-ARTIGO;NOME-PESQUISADOR
Inter-relação entre Física e Biologia: Uma abordagem multidisciplinar para o estudo da transmissão de calor;2009;Maria Neuza Almeida Queiroz
PROFESSORES DE FÍSICA DA REDE ESTADUAL DE ENSINO DE MINAS GERAIS E A IMPLANTAÇÃO DO NOVO CURRÍCULO;2011;Maria Neuza Almeida Queiroz
ENSINO DE GERADORES DE ENERGIA ELÉTRICA NO 1º ANO DO ENSINO MÉDIO: UMA PROPOSTA NA PERSPECTIVA DO CBC;2011;Maria Neuza Almeida Queiroz
LIVRO DIDÁTICO DE FÍSICA E CBC: APROXIMAÇÕES OU DISTANCIAMENTOS NA ABORDAGEM DO TÓPICO  GERADORES DE ENERGIA ELÉTRICA ;2011;Maria Neuza Almeida Queiroz
O ensino de Física no Brasil no período entre a LDB/1961 e a LDB/1996;2013;Maria Neuza Almeida Queiroz
O ensino de Física no Brasil no período entre a LDB/1961 e a LDB/1996;2014;Maria Neuza Almeida Queiroz
Qualidade de ensino e educação profissional: analisando a relação família-escola na rede técnica federal;2006;Marilze do Carmo Lima e Almeida
Educação Profissional e Qualidade de Ensino: Investigando os Colégios Técnicos Federais.;2007;Marilze do Carmo Lima e Almeida
Calibração do Método do Densímetro para determinação do teor de argila do solo por meio do Método da Pipeta;2005;Marília Dutra Massad
Formato de raízes de clones de batata-doce pertencentes ao banco de germoplasma da UFVJM;2006;Marília Dutra Massad
Seleção de clones de batata-doce resistentes a insetos do solo;2006;Marília Dutra Massad
Comparação entre pesos médios de raízes comerciáveis de clones de batata-doce;2006;Marília Dutra Massad
Estudo do efeito do ambiente térmico sobre a produção de leite, por meio de modelo, na Região do Vale do Jequitinhonha   MG;2007;Marília Dutra Massad
Avaliação da Qualidade Fisiológica de sementes de diferentes lotes de Rúcula (Eruca sativa L.) comercializadas em Diamantina, MG;2007;Marília Dutra Massad
Influência do vigor de sementes de Rúcula (Eruca sativa L.) na produção comercial;2007;Marília Dutra Massad
Coleta de clones e formação de banco de germoplasma de batata-doce no Vale do Jequitinhonha   MG;2006;Marília Dutra Massad
Desempenho do consórcio cebolinha-rabanete, sob manejo orgânico;2009;Marília Dutra Massad
Efeito do consórcio cebolinha-rabanete na produção das culturas;2009;Marília Dutra Massad
Uso do índice de equivalência de área para avaliação do desempenho do consórcio cebolinha-rabanete;2009;Marília Dutra Massad
Riscos de lombalgia em trabalhadores de um viveiro florestal;2009;Marília Dutra Massad
Efeitos de substratos e das dimensões dos recipientes no desenvolvimento inicial de mudas de Copaifera langsdorfii Desf.;2009;Marília Dutra Massad
Crescimento de mudas de Copaifera langsdorfii Desf. em função de diferentes substratos e intensidades luminosas;2009;Marília Dutra Massad
Efeito de substratos, recipientes e liminosidade no crescimento de mudas de copaíba (Copaifera langsdorfii Desf.);2009;Marília Dutra Massad
Acúmulo de nutrientes na cultura do milho em pré-cultivo com crotalária, na região do Vale do Jequitinhonha-MG.;2010;Marília Dutra Massad
Desempenho produtivo da cultura do milho em pré-cultivo com crotalária aliado a doses de esterco bovino.;2010;Marília Dutra Massad
Formação de Monitores de Escolas Família Agrícola de Minas Gerais em Agroecologia e Desenvolvimento Rural Sustentável.;2009;Marília Dutra Massad
Produtividade de Cebolinha e Rabanete Cultivados Solteiros e Consorciados sob Manejo Orgânico.;2009;Marília Dutra Massad
Produção de biomassa em mudas de copaíba produzidas em diferentes substratos, recipientes e níveis de luminosidade.;2009;Marília Dutra Massad
Produção de mudas de canafístula sob substratos alternativos e diferentes métodos de quebra de dormência;2011;Marília Dutra Massad
Fatores ergonômicos relacionados à saúde e à segurança em trabalhadores de um viveiro florestal;2011;Marília Dutra Massad
Avaliação de fatores ambientais em atividades de um viveiro florestal de Curvelo, Minas Gerais;2011;Marília Dutra Massad
Avaliação do ambiente de trabalho em um viveiro florestal de Curvelo, Minas Gerais;2010;Marília Dutra Massad
Efeito de diferentes substratos e doses de AIB no enraizamento de alporques de umbuzeiro.;2012;Marília Dutra Massad
Leguminosas anuais para utilização como adubos verdes no Norte de Minas Gerais.;2012;Marília Dutra Massad
Uso de leguminosas anuais como adubos verdes no Norte de Minas Gerais;2012;Marília Dutra Massad
Enraizamento de alporques de umbuzeiro em diferentes substratos e doses de AIB;2012;Marília Dutra Massad
Influência de diferentes turnos de rega no crescimento inicial de mudas clonais de eucalipto;2013;Marília Dutra Massad
Produção de mudas de umburana (Amburana cearensis) em resposta a diferentes doses de nitrogênio e fósforo;2013;Marília Dutra Massad
Mudas de caviúna-do-cerrado (Dalbergia miscolobium) e carobinha-do-campo (Jacaranda Cuspidifolia) em resposta a doses crescentes de nitrogênio;2013;Marília Dutra Massad
Avaliação do crescimento inicial de mudas clonais de eucalipto sob influência de diferentes turnos de rega;2013;Marília Dutra Massad
Efeito de diferentes doses de nitrogênio e fósforo na produção de mudas de Amburana cearensis;2013;Marília Dutra Massad
Efeito do ácido indolbutírico e diferentes substratos na produção de alporques de Spondias tuberosa no Norte de Minas Gerais;2013;Marília Dutra Massad
Efeito de doses crescentes de nitrogênio no crescimento inicial e  qualidade de mudas de caviúna-do-cerrado e caroba-do-campo;2013;Marília Dutra Massad
Uso de leguminosas anuais como adubos verdes na Região Semiárida  Mineira;2013;Marília Dutra Massad
Produção de mudas de canafístula em substratos alternativos  submetidas a diferentes métodos de superação de dormência;2013;Marília Dutra Massad
Germinação de Sementes de Jacaranda cuspidifolia Mart.  em Resposta ao Estresse Hídrico e Salino;2013;Marília Dutra Massad
Influência de diferentes turnos de rega no crescimento inicial de mudas clonais de eucalipto;2013;Marília Dutra Massad
Germinação de sementes de carobinha-do-campo submetidas à deficiência hídrica e salinidade;2013;Marília Dutra Massad
Implantação do núcleo de estudos em agroecologia e produção orgânica em Irati-PR.;2013;Marília Dutra Massad
Respostas fisiológicas de mudas clonais de eucalipto submetidas a diferentes níveis de redução foliar;2014;Marília Dutra Massad
Produção de mudas clonais de eucalipto submetidas a diferentes níveis de redução foliar;2014;Marília Dutra Massad
Diferentes dosagens e formulações de Osmocote  para o crescimento inicial em viveiro de Peltophorum dubium (Spreng.) Taub.;2014;Marília Dutra Massad
Fertilizantes de liberação lenta em diferentes dosagens e formulações no desenvolvimento inicial de mudas de canafístula em viveiro;2014;Marília Dutra Massad
Caracterização de solos de três áreas para recuperação de Matas de Galeria do Distrito Federal;2001;Michellia Pereira Soares
Levantamento florístico preliminar como subsídio à análise do impacto da caprinocultura na área experimental do Centro de Agricultura Alternativa do Norte de Minas -CAA/NM, em Montes Claros/ MG: Flora Herbácia-Arbustiva.;2001;Michellia Pereira Soares
Efeitos de diferentes tratamentos de escarificação e do tempo de incubação na germinação de sementes de Copaifera lagsdorffii.;2001;Michellia Pereira Soares
Efeitos de diferentes tratamentos de escarificação e do tempo de incubação na germinação de sementes de Myracrodum urundeuva ;2002;Michellia Pereira Soares
Efeitos de diferentes tratamentos de escarificação e do tempo de incubação na germinação de sementes de Anadenanthera colubrina;2002;Michellia Pereira Soares
Regeneração natural sob plantio homogêneo de Eucalyptus camaldulensis;2002;Michellia Pereira Soares
Fitossociologia do estrato arbustivo-arbóreo de uma área de cerradão na Floresta Nacional de Paraopeba-MG;2004;Michellia Pereira Soares
Levantamento florístico e análise de estrutura de remanescente de cerrado em área de explotação de ouro contendo sulfetos metálicos em Paracatu-MG;2004;Michellia Pereira Soares
Levantamento florístico preliminar como subsídio à implantação de sistemas agroflorestais na área experimental do Centro de Agricultura Alternativa do Norte de Minas -CAA/NM, em Montes Claros/ MG: Flora Arbustivo-Arbórea. ;2001;Michellia Pereira Soares
Anatomia dos Nectários extraflorais de Aegiphila lhotskiana Cham. ;2004;Michellia Pereira Soares
Estrutura do estrato arbóreo de um fragmento de Floresta Atlântica de Altitude na Pousada Serra D'Água, Araponga, MG;2005;Michellia Pereira Soares
Composição florística em um trecho de Floresta Atlântica de Altitude na Pousada Serra D'Água, Araponga, MG.;2005;Michellia Pereira Soares
Influência dos ninhos de Atta sexdens (Hymenptera: Formicidae) da distribuição espacial de plantas no Cerrado ;2005;Michellia Pereira Soares
Composição florística do estrato arbóreo de um trecho de Mata Atlântica no município de Caravelas, Extremo Sul da Bahia;2006;Michellia Pereira Soares
Estrutura de um trecho de Floresta Atlântica em Conceição da Barra, ES. ;2006;Michellia Pereira Soares
Levantamento florístico e fitossociológico da regeneração natural de cerradão na Flona de Paraopeba - MG;2004;Michellia Pereira Soares
LEVANTAMENTO DE PLANTAS DO CERRADO COM POTENCIAL PARA EXTRAÇÃO DE ÓLEO ESSESNCIAL;2010;Michellia Pereira Soares
FENOLOGIA REPRODUTIVA DE XYLOPIA AROMATICA (Lam.) Mart. (ANNONACEAE) EM REMANESCENTE DE CERRADÃO NO MUNICÍPIO DE RIO VERDE, GOIÁS;2011;Michellia Pereira Soares
FENOLOGIA DE ANNONA CORIACEA MART. (ANNONACEAE) EM UM FRAGMENTO DE CERRADO SENSU STRICTO EM RIO VERDE, GOIÁS;2011;Michellia Pereira Soares
DESENVOLVIMENTO DO CONHECIMENTO BOTÂNICO POR MEIO DO ENSINO EXPERIMENTAL;2011;Michellia Pereira Soares
IDENTIFICAÇÃO DOS CONSTITUINTES DOS ÓLEOS ESSESNCIAIS DE PLANTAS NATIVAS DO CERRADO;2011;Michellia Pereira Soares
Florística do componente arbóreo de fragmento de cerrado no Instituto Federal Goiano Campus Rio Verde - Goiás;2011;Michellia Pereira Soares
Estudo fenológico de Annona coriacea Mart. (Annonaceae) em um fragmento de cerrado sensu stricto no sudoeste Goiano;2011;Michellia Pereira Soares
Estudo da fenologia reprodutiva e vegetativa de Xylopia aromatica (Lam.) Mart. (Annonaceae) em um fragmento de Cerradão em Rio Verde, Goiás;2011;Michellia Pereira Soares
Levantamento florístico e fitossociológico na borda de um fragmento florestal no Instituto Federal Goiano Campus Rio Verde - Goiás;2011;Michellia Pereira Soares
LEVANTAMENTO FLORÍSTICO E FITOSSOCIOLÓGICO DE UM REMANESCENTE DE CERRADO DO INSTITUTO FEDERAL GOIANO CAMPUS RIO VERDE - GOIÁS;2011;Michellia Pereira Soares
BANCO DE SEMENTES DE PLANTAS DANINHAS EM SOLOS CULTIVADOS NO INSTITUTO FEDERAL GOIANO CÂMPUS RIO VERDE, GO;2012;Michellia Pereira Soares
COMPOSIÇÃO FLORÍSTICA DE PLANTAS DANINHAS EM SOLOS CULTIVADOS NO INSTITUTO FEDERAL GOIANO CÂMPUS RIO VERDE, GO;2012;Michellia Pereira Soares
ANÁLISE FLORÍSTICA DE UM FRAGMENTO DE CERRADO PRÓXIMO A ÁREA DE PLANTIO AGRÍCOLA;2012;Michellia Pereira Soares
CARACTERIZAÇÃO FITOSSOCIOLÓGICA DE UM REMANESCENTE DE CERRADO NO ESTADO DE GOIÁS   BRASIL;2012;Michellia Pereira Soares
COMPOSIÇÃO FLORÍSTICA DO ESTRATO LENHOSO DA SERRA DAS GALÉS, SUDOESTE DE GOIÁS;2012;Michellia Pereira Soares
ESTRUTURA FITOSSOCIOLÓGICA DE VEGETAÇÃO DE CERRADO PRÓXIMO A ÁREAS DE PLANTIOS AGRÍCOLAS;2012;Michellia Pereira Soares
LEVANTAMENTO FLORÍSTICO E FITOSSOCIOLÓGICO DE UM REMANESCENTE DE CERRADO NO DISTRITO DE OUROANA, MUNICÍPIO DE RIO VERDE, GOIÁS;2012;Michellia Pereira Soares
ANATOMIA FOLIAR DE Byrsonima basiloba A. JUSS. (MALPIGHIACEAE) PROVENIENTE DE CERRADO;2012;Michellia Pereira Soares
LEVANTAMENTO DE AVIFAUNA: ESTUDO EM FRAGMENTO DE MATA CILIAR EM ÁREA RURAL DE RIO VERDE   GO;2012;Michellia Pereira Soares
IDENTIFICAÇÃO DOS CONSTITUINTES QUÍMICOS DOS ÓLEOS ESSENCIAIS DE PLANTAS DE OCORRÊNCIA NO CERRADO;2013;Michellia Pereira Soares
Influência do tempo de secagem das folhas do Vick do Cerrado (Bacopa Monnierioides) sobre o teor de óleo essencial;2013;Michellia Pereira Soares
Influência do tempo de secagem das folhas do sofre do rim quem quer (Duguetia furfuracea) sobre o teor de óleo essencial;2013;Michellia Pereira Soares
MORFOLOGIA FLORAL DE BYRSONIMA BASILOBA A. JUSS. (MALPIGHIACEAE) EM FRAGMENTO DE CERRADO DO SUDOESTE GOIANO;2013;Michellia Pereira Soares
FENOLOGIA REPRODUTIVA DE CHRYSOPHYLLUM MARGINATUM (HOOK. & ARN.) RADLK. EM REMANESCENTE DE CERRADÃO NO SUDOESTE DE GOIÁS;2013;Michellia Pereira Soares
ACOMPANHAMENTO FENOLÓGICO DE EUGENIA DYSENTERICA DC. NO MUNICÍPIO DE MONTES CLAROS, GOIÁS;2013;Michellia Pereira Soares
VISITANTES FLORAIS DE BYRSONIMA INTERMEDIA A. JUSS. (MALPIGHIACEAE) EM CERRADO SENTIDO RESTRITO NO SUDOESTE DE GOIÁS.;2013;Michellia Pereira Soares
FENOLOGIA REPRODUTIVA DE Byrsonima intermedia A. Juss. E SUA RELAÇÃO COM AS VARIÁVEIS CLIMÁTICAS NO CERRADO;2013;Michellia Pereira Soares
CHUVA DE SEMENTES DE Byrsonima basiloba A. JUSS. (MALPIGHIACEAE) NO SUDOESTE GOIANO;2013;Michellia Pereira Soares
CARACTERIZAÇÃO FENOLÓGICA DE Bysonima verbascifolia (L.) Rich. NO MUNICÍPIO DE MONTES CLAROS, GOIÁS;2013;Michellia Pereira Soares
ESTRUTURAÇÃO DO HERBÁRIO DO INSTITUTO FEDERAL GOIANO   CÂMPUS RIO VERDE;2013;Michellia Pereira Soares
POLINIZADORES E VISITANTES FLORAIS DE Byrsonima basiloba A. JUSS. (MALPIGHIACEAE) PROVENIENTE DE CERRADO;2013;Michellia Pereira Soares
INFLUÊNCIA DA ALTITUDE NA DIVERSIDADE FILOGENÉTICA EM COMUNIDADES VEGETAIS;2013;Michellia Pereira Soares
Descrição das fenologias reprodutiva e vegetativa de 5 espécies de cerrado no noroeste goiano.;2014;Michellia Pereira Soares
Estrutura da fitocenose arbustiva-arbórea de cerrado sensu stricto no estado de Goiás, Brasil;2014;Michellia Pereira Soares
Biologia floral e polinização de Duguetia furfuracea (A.St.-Hil.) Saff. (ANNONACEAE) no  sudoeste goiano ;2014;Michellia Pereira Soares
   Agruras do compromisso docente: Ação política e formação na universidade pública .;2005;Ricardo Magalhães Dias Cardozo
Formação do Profissional: Algo além da competência técnica;2005;Ricardo Magalhães Dias Cardozo
Ser professor: Análise das representações sociais de docentes do ensino superior sobre a profissão magistério.;2003;Ricardo Magalhães Dias Cardozo
Formação na universidade pública: compromisso político e participação;2007;Ricardo Magalhães Dias Cardozo
Ecoturismo e desenvolvimento regional: desafios e possibilidades no município de Iuiu-BA;2010;Ricardo Magalhães Dias Cardozo
O uso do material didático manipulável no ensino de Matemática: da ação experimental a reflexão;2012;Ricardo Magalhães Dias Cardozo
Acerte as vidrarias uma brincadeira para desenvolver conceitos e habilidades em materiais de laboratório;2012;Ricardo Magalhães Dias Cardozo
Visualizando os efeitos das propriedades coligativas: uma atividade experimental sobre ebulioscopia e crioscopia;2012;Ricardo Magalhães Dias Cardozo
Cubo Químico: um jogo para desenvolver conceitos de Funções Orgânicas;2012;Ricardo Magalhães Dias Cardozo
Construção de um destilador simples como alternativa didática a partir da utilização de materiais de baixo custo e fácil aquisição;2012;Ricardo Magalhães Dias Cardozo
Utilizando materiais alternativos de baixo custo como alternativa pedagógica para visualização de desdobramentos de misturas;2012;Ricardo Magalhães Dias Cardozo
Aspectos dificultadores no processo de Ensino-Aprendizagem de Química;2012;Ricardo Magalhães Dias Cardozo
Percepções das diretoras das escolas públicas estaduais e municipais de Salinas acerca da Educação Inclusiva;2013;Ricardo Magalhães Dias Cardozo
Arraiá Químico: aplicação de uma nova metodologia alternativa no ensino de Química;2013;Ricardo Magalhães Dias Cardozo
O uso do jogo girando as vidrarias como mediador da aprendizagem  no ensino de materiais de laboratório;2013;Ricardo Magalhães Dias Cardozo
Sufoco Químico, uma brincadeira alternativa para o ensino de Química;2013;Ricardo Magalhães Dias Cardozo
Aprendizagem de Química: oficina de bolinhas de isopor para o ensino de nomenclatura de radicais orgânicos;2013;Ricardo Magalhães Dias Cardozo
Microbiota Láctica no Processamento de Cachaça;2008;Roberta Magalhães Dias Cardozo
Contaminação bacteriana no processamento de cachaça;2008;Roberta Magalhães Dias Cardozo
Microbiota Láctica no processamento de Cachaça;2008;Roberta Magalhães Dias Cardozo
Avaliação do perfil higiênico-sanitário dos fabricantes e/ou comerciantes do queijo Minas Padrão no Mercado Municipal de Salinas   MG;2014;Roberta Magalhães Dias Cardozo
Avaliação Microbiológica de carnes cozidas preparadas no Mercado Municipal de Salinas-MG;2014;Roberta Magalhães Dias Cardozo
Variabilidade e Estimativa da Precipitação Pluviométrica, por meio da Distribuição Gama, para Vitória da Conquista-Ba;2003;Rogério Mendes Murta
Produção Familiar de Frango Tipo Caipira;2003;Rogério Mendes Murta
Avaliação do índice de conforto térmico em Vitória da Conquista-BA para ovinos e caprinos;2004;Rogério Mendes Murta
Palma forrageira na alimentação de ovinos;2004;Rogério Mendes Murta
Análise do Conforto Térmico em Galpão de Postura no Sudoeste da Bahia.;2004;Rogério Mendes Murta
Estimativa da Precipitação Pluviométrica, por meio da Distribuição Gama, para Itapetinga-BA.;2004;Rogério Mendes Murta
Utilização de Material Reflexivo na Cobertura do Galpão de Aves em Postura Criadas no Inverno na Região de Itapetinga-BA;2004;Rogério Mendes Murta
Avaliação da Qualidade de Ovos por Interpretação de Imagens Digitais.;2004;Rogério Mendes Murta
Determinação de Curva de Retenção de Umidade em um Solo de Itapetinga-BA.;2004;Rogério Mendes Murta
Degradabilidade Ruminal dos Capins Braquiarão ( Brachiaria brizantha cv. Marandu), Tanzânia ( Panicum maximum cv. Tanzânia) e Tifton 85 ( Cynodon dactylon cv. Tifton 85). ;2004;Rogério Mendes Murta
Disponibilidade de Matéria Seca em Três Gramíneas Sob Condição Irrigada e não Irrigada ;2005;Rogério Mendes Murta
Caracterização do pH e Perdas por Gases de Silagens de Forrageiras Tropicais;2008;Rogério Mendes Murta
Determinação da Fibra em Detergente Neutro e Fibra em Detergente Ácido em Silagens de Forrageiras Tropicais;2008;Rogério Mendes Murta
Desempenho e Características de Carcaça de Leitoas Alimentadas na Fase de Terminação com Dietas Contendo Cana-de-Açúcar Picada ou Triturada ou Caldo de Cana-de-Açúcar;2008;Rogério Mendes Murta
Desempenho de ovinos confinados alimentados com bagaço de cana-de-açúcar hidrolisado com óxido de cálcio;2008;Rogério Mendes Murta
Características da carcaça de ovinos confinados alimentados com bagaço de cana-de-açúcar hidrolisado com óxido de cálcio;2008;Rogério Mendes Murta
Rendimento de Cortes Comerciais de Ovinos Alimentados com Bagaço de Cana-de-Açúcar;2009;Rogério Mendes Murta
Consumo de matéria seca de vacas lactantes alimentadas com dietas contendo diferentes fontes lipídicas;2011;Rogério Mendes Murta
Comportamento ingestivo de vacas lactantes alimentadas com dietas contendo diferentes fontes lipídicas;2011;Rogério Mendes Murta
