TITULO_PRODUCAO;TIPO_PRODUCAO;GRANDE_AREA_DO_CONHECIMENTO_1;AREA_DO_CONHECIMENTO_1;SUB_AREA_DO_CONHECIMENTO_1;ESPECIALIDADE_DO_CONHECIMENTO_1;GRANDE_AREA_DO_CONHECIMENTO_2;AREA_DO_CONHECIMENTO_2;SUB_AREA_DO_CONHECIMENTO_2;ESPECIALIDADE_DO_CONHECIMENTO_2;GRANDE_AREA_DO_CONHECIMENTO_3;AREA_DO_CONHECIMENTO_3;SUB_AREA_DO_CONHECIMENTO_3;ESPECIALIDADE_DO_CONHECIMENTO_3
Ajuste e seleção de modelos espaciais de semivariogramas para densidade do solo numa bacia hidrográfica;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;Conservação de Solo e Água;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;Manejo integrado de bacias hidrográficas
Qualidade da água de chuva armazenada em cisternas de placa em comunidades rurais de Araçuaí - MG;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;Conservação de Solo e Água;;;;;;;;
Produção de água e alimentos no semiárido mineiro;TRABALHO;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;Conservação de Solo e Água;;;;;;;;
Projeto de Ensino Fundamental de jovens e Adultos: Uma Experiência no Ensino de Geometria;TRABALHO;CIENCIAS_HUMANAS;Educação;Educação de Jovens e Adultos;;;;;;;;;
Uma proposta para o ensino de álgebra na educação de jovens e adultos;TRABALHO;;;;;;;;;;;;
Um modelo determinístico para a dinâmica populacional de células num tecido vivo;TRABALHO;;;;;;;;;;;;
Modelagem matemática e computacional para a ação das células-tronco na manutenção e regeneração de tecidos vivos;TRABALHO;;;;;;;;;;;;
Computer model for stem-cell action in the maintenance and regeneration of living tissues;TRABALHO;;;;;;;;;;;;
Criptografia RSA: uma aplicação da teoria dos números no desenvolvimento de sistemas de proteção;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Álgebra;Teoria dos Números;;;;;;;;
Ajuste de Curvas: Uma Aplicação do Método dos Mínimos Quadrados;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;;;;;;;;;;
Modelagem Matemática Para a Conexão entre Células-Tronco e Câncer;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Biomatemática;;;;;;;;
MATHEMATICAL MODEL: STEM CELLS AND TUMOR DEVELOPMENT;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Biomatemática;;;;;;;;
UMA ANÁLISE DA CONTEXTUALIZAÇÃO DOS CONTEÚDOS MATEMÁTICOS E SUAS CONTRIBUIÇÕES PARA O PROCESSO DE ENSINO-APRENDIZAGEM DESSA DISCIPLINA;TRABALHO;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;Métodos e Técnicas de Ensino;;;;;;;;
EQUAÇÕES DIFERENCIAIS APLICADAS A MODELOS POPULACIONAIS E EPIDEMIOLÓGICO: UMA BREVE REVISÃO;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Biomatemática;;;;;;;;
Equações Diferenciais Aplicadas à Dinâmica Populacional;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Biomatemática;;;;;;;;
EVASÃO ESCOLAR NO CURSO DE LICENCIATURA EM MATEMÁTICA NO IFNMG - CAMPUS JANUÁRIA NO PERÍODO COMPREENDIDO ENTRE 2009 A 2012;TRABALHO;CIENCIAS_HUMANAS;Educação;Planejamento e Avaliação Educacional;Planejamento Educacional;CIENCIAS_HUMANAS;Educação;Planejamento e Avaliação Educacional;Avaliação de Sistemas, Instituições, Planos e Programas Educacionais;;;;
Matemática Aplicada e a Formação do Licenciado;TRABALHO;;;;;;;;;;;;
Simulação computacional para a ação das células-tronco na preservação da qualidade genética de um tecido vivo;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Biomatemática;;;;;;;;
Modelling the Connection between Stem Cells and Tumor Development;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Biomatemática;;;;;;;;
ABANDONO ESCOLAR NO CURSO DE LICENCIATURA EM MATEMÁTICA DO IFNMG CAMPUS JANUÁRIA;TRABALHO;CIENCIAS_HUMANAS;Educação;Planejamento e Avaliação Educacional;Avaliação de Sistemas, Instituições, Planos e Programas Educacionais;;;;;;;;
O ensino de Cálculo Numérico utilizando o SCILAB;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;Análise Numérica;;;;;;;;
Motivos da Evasão no Curso de Licenciatura em Matemática no IFNMG - Campus Januária;TRABALHO;CIENCIAS_HUMANAS;Educação;Planejamento e Avaliação Educacional;Avaliação de Sistemas, Instituições, Planos e Programas Educacionais;;;;;;;;
Avaliação do efeito da urina de vaca sobre o crescimento da alface;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;Manejo e Tratos Culturais;;;;
Produção de repolho em vasos com diferentes doses de nitrogênio;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;;;;
Produção de biomassa e qualidade de fruto de meloeiro cultivado em ambiente protegido variando número de folhas e local de fixação do fruto;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Utilização de urina de vaca no cultivo de alface;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Efeito da urina de vaca no estado nutricional da alface;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Utilização de urina de vaca no cultivo de beterraba de mesa;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Estado de N e produtividade de frutos da abobrinha em função de concentração e vias de aplicação da urina de vaca;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Enraizamento e crescimento de mudas de mandioquinha-salsa submetidas à imersão em soluções de uirna de vaca;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Comportamento floral da abobrinha italiana em função da temperatura do ar;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;;;;
Efeito de doses de nitrogênio sobre a produção de matéria fresca em plantas de taro Japonês;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;;;;
Efeito da urina de vaca no crescimento de alho em manejo orgânico;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;;;;
Efetividade da educação em saúde na adoção de hábitos de vida saudáveis em hipertensos;TRABALHO;CIENCIAS_DA_SAUDE;Enfermagem;;;;;;;;;;
Avaliação da independência funcional de idosos residentes em instituições de longa permanência;TRABALHO;;;;;;;;;;;;
Avaliação do déficit cognitivo de idosos institucionalizados;TRABALHO;;;;;;;;;;;;
Avaliação da aderência ao autocuidado de pacientes diabéticos;TRABALHO;;;;;;;;;;;;
Prevalência do conhecimento dos fatores de risco e detecção precoce do câncer de mama feminino;TRABALHO;;;;;;;;;;;;
Conhecimento dos fatores de risco e detecção precoce do câncer de mama entre usuárias da Estratégia Saúde da Família;TRABALHO;;;;;;;;;;;;
Avaliação da Adesão ao Autocuidado de pacientes diabéticos;TRABALHO;;;;;;;;;;;;
Estudo comparativo entre metodologias de modelagem de dados para data warehouse: MER, Modelagem Dimensional e Data Vault;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação;Banco de Dados;;;;;;;;
IMPLANTAÇÃO DE UMA INFRAESTRUTURA DE BUSINESS INTELLIGENCE NO IFNMG BASEADO EM COMPONENTES DE CÓDIGO ABERTO;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação;Banco de Dados;;;;;;;;
Comparativo Técnico entre tecnologias de banco de dados: Relacional, NoSQL e NewSQL;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação;Banco de Dados;;;;;;;;
Evaluation of the experimental variation coefficient for fruit peppers characters;TRABALHO;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;Probabilidade e Estatística Aplicadas;;;;;;;;;
A construção do discurso patêmico nos fóruns de ensino de aprendizagem virtual;TRABALHO;;;;;;;;;;;;
AS REPRESENTAÇÕES SOCIAIS E A DOCÊNCIA ONLINE;TRABALHO;;;;;;;;;;;;
ESTUDO DA DISCIPLINA PROCESSOS PEDAGÓGICOS I DO CURSO DE ARTES VISUAIS DA UNIMONTES/UAB NA MODALIDADE DE ENSINO A DISTÂNCIA NO POLO DE ALMENARA;TRABALHO;;;;;;;;;;;;
CURSO DE FORMAÇÃO DE ÁRBITRO REGIONAL DE VOLEIBOL CBV/UNIMONTES - CEAD: PERCEPÇÃO DOS ALUNOS ACERCA DO AMBIENTE DE APRENDIZAGEM;TRABALHO;;;;;;;;;;;;
CURSO DE FORMAÇÃO DE ÁRBITRO REGIONAL DE VOLEIBOL CBV/UNIMONTES;TRABALHO;;;;;;;;;;;;
Perfil Social dos Acadêmicos dos cursos de graduação em Educação à Distância CEAD/UNIMONTES;TRABALHO;;;;;;;;;;;;
O Discurso patêmico nos fóruns de aprendizagem virtual do curso de Letras Português;TRABALHO;;;;;;;;;;;;
Linguagem e Identidade em Brejo dos Crioulos;TRABALHO;;;;;;;;;;;;
Estados Intencionais em Fórum de Educação a distância;TRABALHO;;;;;;;;;;;;
Consumo alimentar de mosca branca Bemisia argentifolli Bellow & Perring (Hemiptera: Aleyrodidae) por Chrysoperla externa em diferentes ínstares larvais;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Potencial de oviposição e longevidade de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae) em laboratório;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Consumo alimentar de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae) sobre ninfas do pulgão do algodoeiro Aphis gossypi Glover (Hemiptera: Aphididae);TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Efeito de genótipos de algodoeiro (Gossypium sp) sobre Alabama argillacea;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Influência de lufenuron sobre Alabama argillacea aplicado sobre plantas de algodoeiro;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Estudo das variáveis reprodutivas de Chrysoperla externa em laboratório;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Predação de Aphis gossypii Glover 1977 (Homoptera: Aphididae) por Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae) em algodoeiro;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Viabilidade e duração da fase larval de Chrysoperla sp (Neuroptera: Chrysopidae), alimentadas com ovos e larvas de primeiro instar de Alabama argillacea (Hübner) (Lepidoptera: Noctuidae), sob condições de laboratório;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Consumo de ovos de Alabama argillacea (Hubner) (Lepidoptera: Noctuidae) por Chrysoperla externa (Neuroptera: Chrysopidae), sob condições de laboratório;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Distribuição da produção dentroda planta em linhagens de algodoeiro e sua relação com o manejo de pragas;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Biology of Chrysoperla externa (Neuroptera: Chrysopidae) in laboratory;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Biologia de Chrysoperla externa (Hagen, 1861) em condições de laboratório;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;
Consumo alimentar de Chrysoperla sp (Neuroptera: Chrysopidae), alimentadas sobre ovos e larvas de primeiro instar de Alabama argillacea (Hubner) (Lepidoptera: Noctuidae), sob condições de laboratório;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Técnica para criação de adultos de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae);TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
Armazenamento de ovos de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae);TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;;CIENCIAS_AGRARIAS;Agronomia;;
Estudo da densidade de indivíduos visando a otimização da criação de Chrysoperla externa (Neuroptera: Chrysopidae);TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Dieta artificial para larvas de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae);TRABALHO;;;;;;;;;;;;
Aspectos biológicos das fases de larva e pupa de Chrysoperla externa (Hagen, 1861) alimentadas com Aphis gossypii Glover, 1877 e Stitotroga cerealella (Olivier);TRABALHO;;;;;;;;;;;;
Aspectos reprodutivos de fêmeas de Chrysoperla externa (Hagen, 1861) utilizando Aphis gossypii Glover, 1877 como presa durante o estágio larval;TRABALHO;;;;;;;;;;;;
Biologia de Chrysopoerla externa (Hagen) e Chrysoperla raimundoi (Freitas & Penny) (Neuroptera: Chrysopidae) alimentadas com ovos de Anagasta kuehniella (Zeller);TRABALHO;;;;;;;;;;;;
Crisopídeos em fragmentos florestais da região do alto Rio Grande, MG;TRABALHO;;;;;;;;;;;;
Neuroptera em fragmentos florestais e agroecossistemas;TRABALHO;;;;;;;;;;;;
Aspectos biológicos e reprodutivos de adultos de Chrysopodes sp (Neuroptera: Chrysopidae);TRABALHO;;;;;;;;;;;;
Aspectos biológicos de larvas e pupas de Chrysopodes sp (Neuroptera: Chrysopidae) alimentadas com Myzus persicae (Hemíptera: Aphididae) e ovos de Anagasta kuehniella (Lepidoptera: Pyralidae);TRABALHO;;;;;;;;;;;;
Interacción de las taxocenoses de crisópidos (Neuroptera: Chryspidae) de fragmentos forestales y agroecosistemas adyacentes, en Minas Gerais, Brasil;TRABALHO;;;;;;;;;;;;
Famílias de Neuroptera (Insecta) da coleção entomológica da Universidade Federal de Lavras;TRABALHO;;;;;;;;;;;;
Predação entre larvas de Chrysoperla externa (Hagen) e Ceraeochrysa cubana (Hagen) (Neuroptera: Chrysopidae);TRABALHO;;;;;;;;;;;;
Diversidade das famílias de Coleoptera (Insecta) coletadas na Serra do Cipó - MG;TRABALHO;;;;;;;;;;;;
 INTERAÇÃO DAS TAXOCENOSES DE CRISOPÍDEOS (NEUROPTERA: CHRYSOPIDAE) EM ECOSSISTEMAS NATURAIS;TRABALHO;;;;;;;;;;;;
 INTERAÇÃO DAS TAXOCENOSES DE CRISOPÍDEOS (NEUROPTERA: CHRYSOPIDAE) EM ECOSSISTEMAS NATURAIS;TRABALHO;;;;;;;;;;;;
LEVANTAMENTO DE PRAGAS E DOENÇAS EM TOMATEIRO INDUSTRIAL;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
MANEJO INTEGRADO DE PRAGAS (MIP) EM TOMATEIRO INDUSTRIAL NO NORTE DE MINAS GERAIS;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Entomologia Agrícola;;;;;;;;
RECONHECIMENTO E DINÂMICA POPULACIONAL DE INIMIGOS NATURAIS EM TOMATEIRO INDUSTRIAL NO NORTE DE MINAS GERAIS;TRABALHO;;;;;;;;;;;;
ESTRATÉGIAS PARA O MONITORAMENTO DE PRAGAS NO TOMATEIRO INDUSTRIAL;TRABALHO;;;;;;;;;;;;
RECONHECIMENTO E MONITORAMENTO DE PRAGAS EM TOMATEIRO DE MESA;TRABALHO;;;;;;;;;;;;
RECONHECIMENTO E FLUTUAÇÃO POPULACIONAL DOS PRINCIPAIS INSETOS VETORES DE VIROSES EM TOMATEIRO NO NORTE DE MINAS GERAIS;TRABALHO;;;;;;;;;;;;
Levantamento de crisopídeos (Neuroptera: Chrysopidae) na Mata do Baú, Barroso, MG;TRABALHO;;;;;;;;;;;;
Levantamento e flutuação populacional de crisopídeos (Neuroptera: Chrysopidae) em cultivo de eucalipto em Barroso, MG;TRABALHO;;;;;;;;;;;;
Efeito da adubação nitrogenada na propagação de mudas de diferentes genótipos de morangueiro;TRABALHO;CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
Biodiversidade de Chrysopidae (Neuroptera) (Insecta) em pomar de goiaba no Norte de Minas Gerais;TRABALHO;;;;;;;;;;;;
Biodiversidade de Neurópteros em Fragmentos de Mata Seca no Norte de Minas Gerais;TRABALHO;;;;;;;;;;;;
Entomologia didática como ferramenta de aprendizagem de ciências e biologia em escolas estaduais no município de Januária, Norte de Minas Gerais;TRABALHO;;;;;;;;;;;;
Flutuação populacional do gênero Chrysoperla em Pomar de goiaba (Psidium guajava L) no Norte de Minas Gerais;TRABALHO;;;;;;;;;;;;
Influência do Consórcio com Coberturas Vegetais na Restauração de Matas Ciliares;TRABALHO;;;;;;;;;;;;
BIODIVERSIDADE DE NEURÓPTEROS (NEUROPTERA: INSECTA) EMPOMARES DE GOIABEIRA E FRAGMENTOS DE MATA SECA NO NORTE DE MINAS GERAIS;TRABALHO;;;;;;;;;;;;
Ocorrência de fungos predadores de nematóides sob solos de bananais, no Norte de Minas Gerais;ARTIGO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Fitopatologia;;;;;;;;
Genetic structure of the population of Alternaria solani in Brazil;ARTIGO;CIENCIAS_AGRARIAS;Agronomia;Fitossanidade;Fitopatologia;;;;;;;;
First report of Alternaria tomatophila and A grandis causing early blight on tomato and potato in Brazil;ARTIGO;;;;;;;;;;;;
In vitro production of conidia of Alternaria solani;ARTIGO;;;;;;;;;;;;
Insuficiência Renal Crônica e Gestação: Desejos e Possibilidades;ARTIGO;CIENCIAS_DA_SAUDE;Enfermagem;;;;;;;;;;
Cognitive imparment, the mini-mental state examination and sociodemographic and dental variables in the elderly in Brazil;ARTIGO;CIENCIAS_DA_SAUDE;Odontologia;;;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;;;;;
AVALIAÇÃO DE CONDIÇÕES SISTÊMICAS E USO DE MEDICAMENTOS EM UMA POPULAÇÃO IDOSA;ARTIGO;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;;;;;;;;;
PERCEPÇÃO DAS MULHERES  ACERCA DA REALIZAÇÃO DO EXAME DE PREVENÇÃO DO CÂNCER CÉRVICO UTERINO;ARTIGO;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;;;;;;;;;
PREVALÊNCIA DE FATORES DE RISCO PARA DOENÇAS CARDIOVASCULARES ENTRE HIPERTENSOS DE UNIDADES BÁSICAS DE SAÚDE;ARTIGO;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;;;;;;;;;
Eficácia da educação em saúde no tratamento não medicamentoso da hipertensão arterial;ARTIGO;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;;;;;;;;;
Desempenho produtivo de juvenis de trairão (Hoplias lacerdae) alimentados com rações comerciais;ARTIGO;;;;;;;;;;;;
Desenvolvimento de alevinos de trairão (Hoplias lacerdae) na ausência de luz;ARTIGO;;;;;;;;;;;;
FUNDAMENTOS E MÉTODOS PARA ANÁLISE DE AMINOÁCIDOS;ARTIGO;ENGENHARIAS;Engenharia Química;Tecnologia Química;Alimentos;;;;;;;;
PROTEÍNA IDEAL COMO ESTRATÉGIA NUTRICIONAL NA ALIMENTAÇÃO DE SUÍNOS;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de animais monogástricos;;;;
FARELO DE AMENDOIM NA ALIMENTAÇÃO DE NÃO RUMINANTES;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de animais monogástricos;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais
MICOTOXINAS PRESENTES NAS DIETAS DE ANIMAIS MONOGÁSTRICOS;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de animais monogástricos;;;;
ALIMENTOS ENERGÉTICOS ALTERNATIVOS PARA SUÍNOS;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de animais monogástricos;;;;
Exigência de treonina, com base no conceito de proteína ideal, de alevinos de tilápia-do-nilo;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Exigências Nutricionais dos Animais;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de animais monogástricos;;;;
Fatores Capazes de Afetar os Índices de Eclosão;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
NOVAS INSTALAÇÕES PARA GALINHAS POEDEIRAS;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
Biotina na Nutrição Animal;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de animais monogástricos;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;
Effects of diet protein source on the behavior of piglets after weaning;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Ecologia dos Animais Domésticos e Etologia;;;;;;;;;
POTÁSSIO NA NUTRIÇÃO ANIMAL;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;;;;
VITAMINA E NA NUTRIÇÃO ANIMAL;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;;;;
Plasma sanguíneo em dietas sem antibióticos para leitões desmamados aos 21 dias;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;
Programa de luz na avicultura de postura;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
DESEMPENHO E CARACTERÍSTICAS DE CARCAÇA DE NOVILHAS CRUZADAS DE TRÊS GRUPOS GENÉTICOS SUBMETIDAS A DIETAS À BASE DE SILAGEM DE SORGO E MILHO;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Genética e Melhoramento dos Animais Domésticos;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;
CÁLCULO DE BALANÇO ELETROLÍTICO EM DIETAS DE FRANGOS DE CORTE;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;;;;
Comportamento de leitões em função da idade de desmame;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
Meat quality in  in door  and  out door  production systems of poultry and swine;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;
Diet supplementation with phytase on performance of broiler chickens;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de animais monogástricos;;;;;;;;
Manejo pré-abate de frangos de corte;ARTIGO;CIENCIAS_AGRARIAS;Zootecnia;;;;;;;;;;
Ocitocina exógena e a presença do bezerro sobre a produção e qualidade do leite de vacas mestiças;ARTIGO;;;;;;;;;;;;
Sunflower Meal and Enzyme Supplementation in Diets of Broilers from 21 to 42 Days of Age;ARTIGO;;;;;;;;;;;;
HORMÔNIOS NA PRODUÇÃO AVÍCOLA: MEMES CONTRA FATOS CIENTÍFICOS;ARTIGO;;;;;;;;;;;;
O curso técnico em informática no IFNMG: para onde vai o currículo?;ARTIGO;;;;;;;;;;;;
